FEC_NAC,GENERO,EDO_CIVIL,NIV_ESTUDIOS,TIPO_CASA,DEP_ECONOMICOS,SUELDO_SOL,CP,DOM_ANIOS,DOM_MESES,TRA_ANIOS,TRA_MESES,HIJOS,CAP_PAGO,PUNTOS_BURO,OTRA_CUENTA,CLASE,CLASE2,CLASE3,CLASE4,VALORNUEVO,FRESCURANUEVO
08/08/1990,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,10000,28000,0,1,2,0,NO,3000,486.76,NO,POTENCIALES,V4F2,V4,F2,V5,F3
17/03/1996,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,4400,28984,18,0,0,8,NO,909.41,0,SI,POTENCIALES,V1F2,V1,F2,V2,F2
14/10/1996,FEMENINO,CASADO,SECUNDARIA,RENTADA,0,4500,28000,2,0,0,6,SINODATOS,721.91,334.32,SI,ATENCION ALTA,V2F2,V2,F2,V2,F3
13/03/1988,MASCULINO,SOLTERO,BACHILLERATO,RENTADA,0,10000,28040,7,0,1,6,SINODATOS,500,-31.82,NO,POTENCIALES,V2F2,V2,F2,V3,F3
06/10/1990,MASCULINO,SOLTERO,BACHILLERATO,FAMILIARES,0,5800,28979,0,1,2,0,NO,1018.54,425.08,SI,POTENCIALES,V3F2,V3,F2,V4,F2
28/02/1984,FEMENINO,DIVORCIADO,BACHILLERATO,PAGANDOLA,0,15000,28979,1,0,4,0,SINODATOS,1078.3,210,NO,PERDIDOS,V1F1,V1,F1,V2,F2
09/09/1974,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,5600,28000,6,0,12,0,SINODATOS,1568,0,NO,LEALTAD,V4F3,V4,F3,V5,F4
24/07/1951,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,5000,28000,50,0,15,0,NO,1091.29,17.64,NO,PERDIDOS,V2F1,V2,F1,V2,F1
15/11/1994,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,3000,28459,6,0,1,0,NO,750,7.6,SI,POTENCIALES,V2F2,V2,F2,V3,F2
29/10/1978,MASCULINO,UNIONLIBRE,SECUNDARIA,PROPIA,0,3501,28510,3,11,4,0,SINODATOS,910.26,0,NO,POTENCIALES,V2F1,V2,F1,V2,F2
10/11/1978,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,14000,28000,3,9,13,0,SINODATOS,1705.15,825.3,NO,POTENCIALES,V2F3,V2,F3,V2,F4
01/02/1997,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,3200,28000,16,0,2,0,NO,800,0,SI,POTENCIALES,V1F1,V1,F1,V1,F2
12/03/1989,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,21000,28000,28,0,0,8,NO,1705.15,26.32,NO,POTENCIALES,V2F2,V2,F2,V3,F2
24/10/1992,FEMENINO,CASADO,SECUNDARIA,PADRES,0,8200,28040,1,0,1,6,SINODATOS,909.41,0,NO,LEALTAD,V3F4,V3,F4,V4,F5
20/09/1981,FEMENINO,CASADO,SECUNDARIA,PAGANDOLA,2,10000,28000,3,6,3,6,SINODATOS,581.79,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
18/12/1985,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,5000,28000,3,0,7,0,SINODATOS,1091.29,213.52,NO,PERDIDOS,V0F0,V0,F0,V1,F1
27/08/1978,MASCULINO,UNIONLIBRE,BACHILLERATO,PAGANDOLA,0,7000,28000,6,0,6,0,SINODATOS,1115.47,0,NO,POTENCIALES,V2F1,V2,F1,V2,F1
01/10/1991,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,9000,28979,0,10,1,6,NO,1591.47,0,NO,POTENCIALES,V2F1,V2,F1,V2,F1
11/09/1990,MASCULINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,0,10800,28000,1,1,2,0,SINODATOS,945.79,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
30/11/1977,FEMENINO,DIVORCIADO,LICENCIATURA,FAMILIARES,0,5000,28000,3,0,1,0,SINODATOS,1500,0,NO,LEALTAD,V2F4,V2,F4,V3,F5
22/03/1982,FEMENINO,SOLTERO,MAESTRIA,FAMILIARES,0,17000,28989,0,2,10,0,SINODATOS,945.79,45.12,NO,PERDIDOS,V1F1,V1,F1,V2,F2
20/04/1982,FEMENINO,CASADO,PRIMARIA,PAGANDOLA,0,5400,28000,2,0,3,0,SINODATOS,500,297,SI,POTENCIALES,V1F1,V1,F1,V1,F1
08/04/1991,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,7878,28000,1,6,0,4,NO,2363.4,22,NO,PERDIDOS,V1F2,V1,F2,V1,F2
31/10/1985,MASCULINO,SOLTERO,PRIMARIA,PADRES,0,7000,28000,7,0,2,0,SINODATOS,1018.54,249.52,NO,ATENCION MEDIA,V1F1,V1,F1,V1,F1
18/10/1990,FEMENINO,SOLTERO,SECUNDARIA,FAMILIARES,0,8500,28550,20,0,2,0,NO,945.79,0,NO,LEALTAD,V3F4,V3,F4,V4,F5
02/09/1965,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,3501,28040,1,9,1,9,SINODATOS,1050.3,1053,NO,ATENCION ALTA,V2F2,V2,F2,V3,F2
14/11/1997,FEMENINO,SOLTERO,SECUNDARIA,RENTADA,0,6400,28000,0,6,1,0,SINODATOS,936.76,0,NO,LEALTAD,V3F3,V3,F3,V3,F4
08/02/1973,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,6000,28000,10,0,5,0,SINODATOS,1091.29,497,SI,PERDIDOS,V1F1,V1,F1,V1,F1
19/06/1984,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,6000,49000,13,9,15,0,SINODATOS,945.79,0,NO,POTENCIALES,V2F1,V2,F1,V3,F2
10/08/1973,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,0,3000,28000,30,0,0,10,SINODATOS,780,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
26/08/1995,FEMENINO,SOLTERO,BACHILLERATO,FAMILIARES,0,5000,28983,1,0,3,0,SINODATOS,909.41,0,NO,POTENCIALES,V2F2,V2,F2,V3,F4
18/12/1986,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,4000,28646,1,3,3,0,NO,1018.54,0,NO,POTENCIALES,V1F1,V1,F1,V1,F2
01/09/1985,FEMENINO,SOLTERO,BACHILLERATO,RENTADA,0,7000,28000,0,9,5,0,NO,815.79,66.12,NO,PERDIDOS,V1F1,V1,F1,V1,F1
21/03/1998,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,4800,28000,19,0,0,4,NO,909.41,0,NO,LEALTAD,V3F3,V3,F3,V4,F4
06/08/1961,FEMENINO,CASADO,PRIMARIA,PROPIA,0,8000,28400,10,0,0,4,SINODATOS,1091.29,474,SI,PERDIDOS,V1F1,V1,F1,V1,F1
03/11/1992,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,6000,28000,24,0,0,1,NO,1500,0,NO,POTENCIALES,V1F2,V1,F2,V2,F3
24/09/1992,MASCULINO,SOLTERO,LICENCIATURA,PROPIA,0,5470,28000,24,0,8,0,NO,1367.5,49.04,SI,ATENCION ALTA,V2F2,V2,F2,V2,F2
08/09/1969,FEMENINO,CASADO,SECUNDARIA,FAMILIARES,0,4000,28000,2,9,4,0,SINODATOS,1018.54,11.88,SI,POTENCIALES,V1F2,V1,F2,V2,F2
09/01/1998,FEMENINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,0,4400,28000,2,0,0,6,SINODATOS,909.41,0,NO,PERDIDOS,V1F1,V1,F1,V2,F1
11/02/1993,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,2000,28040,24,0,2,6,NO,500,0,NO,ATENCION ALTA,V2F2,V2,F2,V2,F2
18/11/1986,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,10000,28000,2,0,7,6,SINODATOS,1091.29,297.96,NO,POTENCIALES,V1F2,V1,F2,V1,F2
01/08/1993,FEMENINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,0,5200,28000,0,4,6,0,SINODATOS,1144,303.84,NO,POTENCIALES,V3F2,V3,F2,V4,F2
19/10/1997,FEMENINO,SOLTERO,BACHILLERATO,RENTADA,0,4000,28989,1,0,1,6,NO,659.41,0,NO,PERDIDOS,V1F2,V1,F2,V1,F2
18/12/1950,FEMENINO,CASADO,PRIMARIA,PROPIA,0,4000,28000,40,0,6,0,SINODATOS,1091.29,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
19/11/1971,MASCULINO,UNIONLIBRE,BACHILLERATO,PROPIA,0,85000,28000,0,1,15,0,NO,22100,0,NO,PERDIDOS,V1F1,V1,F1,V3,F1
30/07/1988,FEMENINO,SOLTERO,SECUNDARIA,PAGANDOLA,0,5200,28000,1,10,3,0,NO,598.54,491.88,SI,POTENCIALES,V2F2,V2,F2,V2,F2
08/08/1990,MASCULINO,UNIONLIBRE,PRIMARIA,RENTADA,0,7000,28000,0,1,4,0,SINODATOS,500,319.88,NO,POTENCIALES,V1F1,V1,F1,V1,F1
05/10/1985,FEMENINO,CASADO,CARRERATECNICA,PAGANDOLA,0,8000,28400,0,7,15,0,SINODATOS,500,0,NO,LEALTAD,V3F3,V3,F3,V4,F4
04/08/1997,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,4200,28040,10,0,0,1,NO,909.41,115.9,NO,POTENCIALES,V2F2,V2,F2,V3,F3
22/10/1996,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,4000,28040,6,0,0,2,NO,909.41,0,SI,POTENCIALES,V3F2,V3,F2,V3,F2
13/02/1978,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,16000,28100,1,8,14,0,SINODATOS,1091.29,779.2,SI,POTENCIALES,V1F1,V1,F1,V2,F2
21/09/1992,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,8200,28989,2,3,0,9,NO,909.41,0,NO,POTENCIALES,V1F1,V1,F1,V2,F1
25/08/1971,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,6000,28983,22,0,10,0,SINODATOS,1091.29,239.76,NO,POTENCIALES,V3F2,V3,F2,V3,F2
27/11/1988,MASCULINO,UNIONLIBRE,PRIMARIA,FAMILIARES,0,8000,28000,2,0,2,0,SINODATOS,1591.47,415.78,NO,POTENCIALES,V3F2,V3,F2,V3,F2
15/08/1971,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,4000,28979,18,0,4,0,SINODATOS,1091.29,305.84,SI,PERDIDOS,V1F1,V1,F1,V1,F1
08/10/1987,MASCULINO,CASADO,SECUNDARIA,PRESTADA,0,6000,28000,3,0,3,11,NO,1705.15,574.04,SI,PERDIDOS,V1F1,V1,F1,V1,F1
08/06/1997,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,4000,28000,20,0,0,8,NO,1000,0,NO,POTENCIALES,V2F1,V2,F1,V3,F1
09/12/1994,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,2000,28000,22,0,1,0,NO,500,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
03/10/1997,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,4500,28000,6,0,2,0,SINODATOS,909.41,0,NO,ATENCION ALTA,V2F2,V2,F2,V2,F2
15/10/1960,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,8500,28450,1,4,1,0,SINODATOS,1705.15,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
04/02/1958,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,2,5000,28219,0,5,6,0,SINODATOS,1500,1082.52,SI,POTENCIALES,V2F2,V2,F2,V1,F1
20/08/1958,FEMENINO,UNIONLIBRE,POSTGRADO,PROPIA,0,15000,28219,12,0,15,0,SINODATOS,2455.42,1271.16,NO,POTENCIALES,V4F2,V4,F2,V2,F1
25/07/1960,FEMENINO,CASADO,SECUNDARIA,PROPIA,2,14000,28237,23,0,19,0,SINODATOS,1018.54,100.98,SI,ATENCION ALTA,V2F2,V2,F2,V1,F1
02/10/1958,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,15000,28869,40,0,1,0,SINODATOS,2455.42,292.04,SI,LEALTAD,V3F3,V3,F3,V1,F1
29/07/1964,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,30000,28869,3,9,27,0,SINODATOS,1705.15,792,SI,ATENCION MEDIA,V1F2,V1,F2,V1,F1
07/08/1953,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,20000,28200,1,4,8,0,SINODATOS,1705.15,897.44,SI,PERDIDOS,V1F1,V1,F1,V1,F1
21/12/1955,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,8000,28239,3,7,24,1,NO,1091.29,840.76,SI,POTENCIALES,V1F2,V1,F2,V1,F1
02/03/1955,FEMENINO,DIVORCIADO,BACHILLERATO,PROPIA,0,9500,28200,35,0,35,0,SINODATOS,1091.29,1169.38,NO,PERDIDOS,V2F1,V2,F1,V1,F1
15/01/1965,FEMENINO,VIUDO,LICENCIATURA,PROPIA,0,18600,28219,10,0,28,0,SINODATOS,1091.29,948.88,NO,LEALTAD,V3F3,V3,F3,V2,F2
29/11/1968,FEMENINO,DIVORCIADO,BACHILLERATO,PROPIA,0,6000,28237,48,0,30,0,SINODATOS,1705.15,196,SI,PERDIDOS,V1F1,V1,F1,V1,F1
14/10/1960,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,20000,28219,3,2,8,0,SINODATOS,1705.15,902.88,NO,PERDIDOS,V1F2,V1,F2,V1,F1
13/02/1960,FEMENINO,CASADO,POSTGRADO,PROPIA,1,20000,28219,25,0,30,0,NO,6000,627.38,SI,LEALTAD,V4F3,V4,F3,V3,F2
02/06/1973,FEMENINO,SOLTERO,SECUNDARIA,PROPIA,2,4000,28989,15,0,0,9,SINODATOS,945.79,0,SI,POTENCIALES,V2F2,V2,F2,V1,F1
11/03/1972,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,30000,28000,25,0,25,0,SINODATOS,1705.15,1385.08,SI,PERDIDOS,V1F1,V1,F1,V2,F1
01/02/1972,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,8000,28983,16,0,3,0,SINODATOS,1091.29,196,NO,POTENCIALES,V2F2,V2,F2,V2,F2
16/11/1959,MASCULINO,SOLTERO,SECUNDARIA,FAMILIARES,2,40000,28987,1,0,37,0,SINODATOS,1091.29,305.92,NO,PERDIDOS,V1F1,V1,F1,V1,F1
30/11/1971,FEMENINO,CASADO,CARRERATECNICA,PADRES,0,13000,28000,1,7,19,0,SINODATOS,1477.79,617.5,SI,ATENCION ALTA,V2F2,V2,F2,V1,F1
28/11/1975,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,2,16000,28000,3,3,23,0,NO,1091.29,1019.26,SI,POTENCIALES,V2F2,V2,F2,V1,F1
07/11/1956,FEMENINO,VIUDO,SECUNDARIA,PROPIA,0,3000,28046,7,3,6,0,SINODATOS,900,198,NO,POTENCIALES,V2F1,V2,F1,V1,F1
13/04/1965,FEMENINO,CASADO,LICENCIATURA,PRESTADA,0,24000,28808,3,0,24,0,SINODATOS,1705.15,978.8,SI,LEALTAD,V3F3,V3,F3,V2,F2
08/12/1975,FEMENINO,SOLTERO,BACHILLERATO,PADRES,2,12500,28016,30,0,16,2,SINODATOS,1091.29,1475.7,SI,POTENCIALES,V2F3,V2,F3,V1,F1
05/04/1973,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,12000,28984,18,0,13,0,NO,1705.15,297,SI,POTENCIALES,V2F2,V2,F2,V1,F1
01/04/1974,MASCULINO,CASADO,MAESTRIA,PROPIA,0,10000,28000,7,0,19,0,SINODATOS,1705.15,905.56,SI,POTENCIALES,V1F1,V1,F1,V1,F1
10/02/1957,MASCULINO,CASADO,PRIMARIA,PROPIA,1,6800,49840,6,1,25,0,SI,1091.29,372,SI,POTENCIALES,V1F1,V1,F1,V1,F1
09/06/1981,MASCULINO,SOLTERO,SECUNDARIA,PAGANDOLA,3,4652,28070,0,1,2,0,NO,701.29,288,SI,POTENCIALES,V2F2,V2,F2,V4,F3
16/10/1965,FEMENINO,DIVORCIADO,CARRERATECNICA,PROPIA,0,10000,28000,24,0,26,0,SINODATOS,1091.29,407.8,NO,POTENCIALES,V3F1,V3,F1,V2,F1
04/08/1972,MASCULINO,CASADO,SECUNDARIA,PROPIA,3,15000,28400,3,4,8,0,NO,2455.42,590.68,SI,POTENCIALES,V1F1,V1,F1,V1,F1
26/03/1990,FEMENINO,SOLTERO,SECUNDARIA,PADRES,1,5000,28979,15,0,0,2,SINODATOS,1091.29,288,SI,ATENCION ALTA,V2F4,V2,F4,V4,F5
23/12/1992,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,13000,28000,23,0,4,5,NO,3250,0,NO,ATENCION ALTA,V4F2,V4,F2,V4,F3
11/05/1985,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,10000,28979,3,10,6,10,SINODATOS,2216.7,200,NO,POTENCIALES,V2F2,V2,F2,V2,F2
15/01/1960,FEMENINO,CASADO,PRIMARIA,PROPIA,0,5000,28000,2,0,22,0,SINODATOS,1091.29,458.5,SI,PERDIDOS,V1F1,V1,F1,V1,F1
12/05/1998,MASCULINO,SOLTERO,SECUNDARIA,PROPIA,0,4000,28000,5,0,1,0,NO,909.41,0,NO,POTENCIALES,V2F2,V2,F2,V4,F3
28/10/1972,MASCULINO,CASADO,BACHILLERATO,FAMILIARES,0,26000,28000,1,0,18,0,SINODATOS,2455.42,196,NO,POTENCIALES,V4F2,V4,F2,V5,F2
04/09/1989,FEMENINO,CASADO,LICENCIATURA,PRESTADA,0,21600,28970,1,0,6,0,NO,1091.29,621.34,NO,POTENCIALES,V3F2,V3,F2,V3,F3
01/03/1980,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,10000,28400,10,0,10,0,SINODATOS,1091.29,594,NO,ATENCION MEDIA,V1F2,V1,F2,V2,F2
10/02/1973,FEMENINO,SOLTERO,CARRERATECNICA,RENTADA,0,5000,28000,0,10,3,0,NO,581.79,0,SI,PERDIDOS,V1F1,V1,F1,V1,F2
09/11/1941,MASCULINO,CASADO,BACHILLERATO,FAMILIARES,0,10000,28000,2,0,2,0,SINODATOS,2800,0,NO,POTENCIALES,V2F1,V2,F1,V2,F2
08/12/1983,MASCULINO,DIVORCIADO,LICENCIATURA,PADRES,0,20000,28979,6,1,6,0,NO,1705.15,144.54,NO,PERDIDOS,V1F1,V1,F1,V3,F2
04/05/1972,FEMENINO,CASADO,BACHILLERATO,RENTADA,0,20000,28979,5,4,26,0,SINODATOS,500,548.6,SI,POTENCIALES,V1F2,V1,F2,V2,F2
11/10/1941,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,30000,28014,15,0,40,0,SINODATOS,1091.29,0,SI,POTENCIALES,V1F1,V1,F1,V2,F1
29/07/1993,FEMENINO,SOLTERO,LICENCIATURA,PAGANDOLA,0,7000,28000,0,3,3,0,NO,1300,181.62,SI,LEALTAD,V3F4,V3,F4,V4,F5
20/08/1992,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,5600,28000,8,4,0,1,NO,1400,0,NO,POTENCIALES,V2F3,V2,F3,V2,F4
27/04/1985,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,12000,28017,0,3,3,0,NO,1091.29,36.86,NO,POTENCIALES,V1F2,V1,F2,V1,F2
28/06/1991,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,18000,28979,0,3,1,6,NO,1705.15,123.48,NO,POTENCIALES,V2F2,V2,F2,V3,F4
23/08/1994,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,5000,28100,4,0,2,6,NO,1250,196,NO,POTENCIALES,V3F1,V3,F1,V3,F2
03/03/1994,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,8000,28500,20,0,2,3,NO,909.41,0,NO,POTENCIALES,V3F2,V3,F2,V3,F2
10/01/1982,MASCULINO,CASADO,BACHILLERATO,FAMILIARES,0,16000,28000,1,0,10,0,SINODATOS,1091.29,390,NO,POTENCIALES,V1F1,V1,F1,V4,F2
03/01/1962,MASCULINO,DIVORCIADO,SECUNDARIA,RENTADA,0,10000,28000,35,0,30,6,SINODATOS,1345.15,0,SI,PERDIDOS,V1F1,V1,F1,V2,F2
17/12/1988,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,9000,28017,2,1,0,3,NO,1018.54,7.92,NO,POTENCIALES,V1F2,V1,F2,V2,F2
16/12/1970,MASCULINO,SOLTERO,BACHILLERATO,PROPIA,0,21000,28040,10,0,20,0,SINODATOS,1591.47,0,NO,PERDIDOS,V2F1,V2,F1,V2,F1
15/11/1966,MASCULINO,CASADO,LICENCIATURA,PROPIA,2,14000,28140,5,0,18,0,SINODATOS,3273.89,795.04,NO,POTENCIALES,V2F2,V2,F2,V3,F2
05/06/1972,MASCULINO,DIVORCIADO,BACHILLERATO,PROPIA,0,12000,28100,6,7,17,0,SINODATOS,1091.29,418.74,NO,POTENCIALES,V1F1,V1,F1,V1,F1
30/11/1981,MASCULINO,CASADO,SECUNDARIA,RENTADA,0,8000,28982,0,6,3,0,NO,685.79,224.32,NO,LEALTAD,V3F4,V3,F4,V4,F5
27/09/1986,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,20000,28040,2,0,4,0,SINODATOS,1018.54,8.64,NO,LEALTAD,V3F3,V3,F3,V4,F5
20/05/1986,FEMENINO,CASADO,POSTGRADO,PAGANDOLA,0,22000,28979,0,6,3,6,SINODATOS,925.15,872.16,NO,LEALTAD,V3F3,V3,F3,V5,F5
21/07/1993,MASCULINO,CASADO,BACHILLERATO,FAMILIARES,0,4000,28000,0,7,0,5,NO,1000,0,NO,POTENCIALES,V2F1,V2,F1,V2,F2
24/10/1981,FEMENINO,CASADO,LICENCIATURA,PADRES,0,10000,28100,2,5,5,7,NO,1591.47,140,NO,POTENCIALES,V2F2,V2,F2,V3,F2
08/01/1985,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,6400,28000,3,7,4,11,SINODATOS,1591.47,78.4,NO,POTENCIALES,V2F2,V2,F2,V3,F4
03/07/1991,FEMENINO,UNIONLIBRE,LICENCIATURA,FAMILIARES,0,20000,28979,3,0,1,6,NO,2837.37,0,NO,PERDIDOS,V1F1,V1,F1,V2,F2
20/08/1992,MASCULINO,CASADO,BACHILLERATO,PADRES,1,8000,28000,2,0,3,0,SINODATOS,1420.96,380.16,NO,POTENCIALES,V3F2,V3,F2,V5,F3
21/01/1979,FEMENINO,SOLTERO,LICENCIATURA,PRESTADA,0,6000,28978,2,0,1,0,NO,1477.79,13.72,NO,POTENCIALES,V1F1,V1,F1,V1,F1
08/06/1975,MASCULINO,VIUDO,LICENCIATURA,PROPIA,0,14000,28100,9,2,0,8,SINODATOS,1018.54,297,NO,PERDIDOS,V1F1,V1,F1,V1,F1
18/12/1995,FEMENINO,SOLTERO,BACHILLERATO,RENTADA,0,6400,28000,0,5,1,0,NO,809.41,23.76,NO,ATENCION ALTA,V2F2,V2,F2,V3,F3
09/03/1967,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,8000,28100,10,0,22,0,SINODATOS,2240,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
25/07/1990,MASCULINO,CASADO,SECUNDARIA,RENTADA,0,6000,28000,0,6,1,1,SINODATOS,500,0,SI,PERDIDOS,V1F2,V1,F2,V2,F3
27/09/1983,FEMENINO,CASADO,BACHILLERATO,RENTADA,0,30000,28000,2,0,0,7,SINODATOS,1348.03,0,NO,POTENCIALES,V2F1,V2,F1,V4,F2
19/12/1973,MASCULINO,CASADO,SECUNDARIA,PROPIA,0,8000,28000,2,0,2,0,SINODATOS,1018.54,0,NO,PERDIDOS,V1F1,V1,F1,V2,F2
22/04/1992,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,9000,28984,3,0,3,0,NO,909.41,271.72,NO,POTENCIALES,V1F1,V1,F1,V2,F2
03/04/1992,FEMENINO,UNIONLIBRE,LICENCIATURA,RENTADA,0,7000,28979,2,0,3,0,NO,500,19.36,SI,POTENCIALES,V1F2,V1,F2,V2,F2
17/10/1996,FEMENINO,SOLTERO,BACHILLERATO,RENTADA,0,4000,28979,1,5,0,1,SINODATOS,834.41,0,NO,PERDIDOS,V1F1,V1,F1,V2,F2
08/11/1995,MASCULINO,CASADO,BACHILLERATO,PADRES,0,15000,28550,50,0,1,0,SINODATOS,909.41,0,NO,PERDIDOS,V1F1,V1,F1,V1,F2
14/07/1996,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,6000,28000,20,0,0,3,NO,909.41,0,SI,POTENCIALES,V3F2,V3,F2,V4,F2
15/10/1992,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,9000,28100,15,0,0,4,NO,500,-65.66,SI,ATENCION MEDIA,V1F1,V1,F1,V2,F1
24/06/1963,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,10000,28000,10,0,0,1,SINODATOS,1705.15,0,NO,PERDIDOS,V2F1,V2,F1,V2,F2
19/12/1976,MASCULINO,UNIONLIBRE,SECUNDARIA,PROPIA,2,7000,28979,3,0,5,6,SINODATOS,1477.79,0,SI,POTENCIALES,V3F2,V3,F2,V4,F2
10/09/1993,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,10000,28984,10,0,0,1,NO,909.41,210,NO,ATENCION ALTA,V2F2,V2,F2,V3,F3
29/07/1989,FEMENINO,SOLTERO,LICENCIATURA,PADRES,1,9500,28017,0,1,3,0,SINODATOS,945.79,0,NO,LEALTAD,V3F3,V3,F3,V4,F5
03/10/1996,FEMENINO,SOLTERO,SECUNDARIA,PADRES,0,6000,28000,6,0,0,4,NO,909.41,0,NO,PERDIDOS,V1F1,V1,F1,V1,F3
22/12/1994,FEMENINO,UNIONLIBRE,BACHILLERATO,PAGANDOLA,0,20000,28984,0,8,0,3,NO,1120.96,0,NO,PERDIDOS,V1F1,V1,F1,V3,F2
14/10/1993,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,4500,28000,22,0,1,0,NO,909.41,0,NO,PERDIDOS,V1F1,V1,F1,V2,F2
31/10/1989,MASCULINO,SOLTERO,BACHILLERATO,FAMILIARES,0,4400,28979,2,5,2,10,NO,1018.54,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
06/05/1966,FEMENINO,CASADO,PRIMARIA,PROPIA,0,80000,28100,13,2,26,0,SINODATOS,1018.54,5.64,SI,POTENCIALES,V3F2,V3,F2,V3,F2
20/04/1956,MASCULINO,UNIONLIBRE,BACHILLERATO,PROPIA,0,30000,28000,0,3,4,0,SINODATOS,1091.29,170.12,NO,POTENCIALES,V1F2,V1,F2,V2,F2
05/08/1970,MASCULINO,CASADO,SECUNDARIA,FAMILIARES,0,10000,28000,8,0,5,0,SINODATOS,1018.54,0,SI,POTENCIALES,V3F2,V3,F2,V5,F5
09/02/1977,FEMENINO,SOLTERO,CARRERATECNICA,PROPIA,0,6200,28970,18,0,6,0,SINODATOS,1091.29,320.2,NO,PERDIDOS,V0F0,V0,F0,V2,F2
26/06/1955,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,8000,28010,40,0,3,0,SINODATOS,1091.29,288,SI,POTENCIALES,V3F2,V3,F2,V3,F2
13/03/1965,MASCULINO,CASADO,BACHILLERATO,PAGANDOLA,1,9000,28400,10,0,25,0,SINODATOS,761.29,477,SI,LEALTAD,V5F2,V5,F2,V5,F2
13/03/1965,MASCULINO,CASADO,BACHILLERATO,PAGANDOLA,0,12000,28500,10,0,26,0,SINODATOS,731.29,482,SI,LEALTAD,V5F2,V5,F2,V5,F2
22/04/1967,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,13500,28000,2,10,7,0,SINODATOS,3307.99,-77.96,NO,POTENCIALES,V1F1,V1,F1,V1,F1
