FEC_NAC,GENERO,EDO_CIVIL,NIV_ESTUDIOS,TIPO_CASA,DEP_ECONOMICOS,SUELDO_SOL,CP,DOM_ANIOS,DOM_MESES,TRA_ANIOS,TRA_MESES,HIJOS,CAP_PAGO,PUNTOS_BURO,OTRA_CUENTA,CLASE,CLASE2,CLASE3,CLASE4,VALORNUEVO,FRESCURANUEVO
16/01/1972,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,4000,28000,45,0,10,0,SINODATOS,945.79,0,SI,POTENCIALES,V1F1,V1,F1,V1,F2
12/04/1994,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,10500,28040,23,0,2,0,NO,2046.18,5.58,NO,POTENCIALES,V3F2,V3,F2,V3,F2
03/11/1992,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,8700,28000,14,0,3,0,NO,2128.03,0,NO,POTENCIALES,V3F2,V3,F2,V3,F3
03/10/1985,FEMENINO,UNIONLIBRE,BACHILLERATO,PROPIA,0,8000,28100,0,2,4,0,SINODATOS,1091.29,487.2,SI,POTENCIALES,V2F2,V2,F2,V2,F2
20/02/1990,MASCULINO,SOLTERO,BACHILLERATO,RENTADA,0,5625,28000,0,4,0,4,NO,1202.5,0,NO,ATENCION ALTA,V3F5,V3,F5,V4,F5
09/03/1994,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,4000,28000,23,0,1,0,NO,909.41,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
02/12/1972,MASCULINO,CASADO,LICENCIATURA,PROPIA,3,35500,28979,0,1,7,0,SINODATOS,3307.99,707.6,NO,LEALTAD,V4F3,V4,F3,V4,F3
16/05/1966,MASCULINO,UNIONLIBRE,SECUNDARIA,FAMILIARES,1,30000,28060,3,3,15,0,SINODATOS,945.79,172,SI,POTENCIALES,V3F2,V3,F2,V3,F2
04/04/1994,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,8500,28000,23,0,1,0,NO,1420.96,0,NO,POTENCIALES,V1F1,V1,F1,V2,F1
07/09/1982,FEMENINO,UNIONLIBRE,BACHILLERATO,PRESTADA,2,6000,28973,30,0,0,5,SINODATOS,945.79,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
07/09/1984,MASCULINO,SOLTERO,SECUNDARIA,FAMILIARES,0,4800,28500,33,0,10,0,NO,945.79,0,SI,POTENCIALES,V1F1,V1,F1,V1,F1
17/02/1970,FEMENINO,SOLTERO,MAESTRIA,PAGANDOLA,0,18000,28982,0,5,16,0,SINODATOS,500,959.66,NO,POTENCIALES,V2F3,V2,F3,V2,F3
23/09/1988,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,17000,28047,2,6,4,6,SINODATOS,1705.15,917.72,NO,POTENCIALES,V2F1,V2,F1,V2,F2
09/06/1974,MASCULINO,CASADO,SECUNDARIA,PAGANDOLA,0,8000,28000,1,10,6,6,SINODATOS,1405.15,1344,SI,POTENCIALES,V1F1,V1,F1,V1,F1
22/09/1993,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,10000,28975,10,0,0,6,NO,1420.96,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
07/05/1985,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,15000,28000,3,0,1,0,SINODATOS,1091.29,286.14,NO,LEALTAD,V3F3,V3,F3,V3,F2
15/02/1991,FEMENINO,CASADO,LICENCIATURA,PROPIA,1,7000,28000,2,0,2,0,NO,1705.15,9.5,NO,POTENCIALES,V1F2,V1,F2,V2,F3
23/03/1972,FEMENINO,SOLTERO,BACHILLERATO,RENTADA,0,10000,28984,4,7,12,0,NO,1105.15,638.44,SI,POTENCIALES,V1F2,V1,F2,V1,F1
29/01/1975,FEMENINO,CASADO,BACHILLERATO,FAMILIARES,0,12000,28000,0,2,19,0,SINODATOS,1591.47,52.92,NO,POTENCIALES,V2F2,V2,F2,V1,F2
20/07/1984,MASCULINO,CASADO,CARRERATECNICA,RENTADA,1,21900,36000,1,6,3,0,SINODATOS,1171.47,300.96,NO,PERDIDOS,V1F1,V1,F1,V1,F1
12/01/1987,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,12000,28979,3,4,8,0,SINODATOS,3273.89,101.76,SI,POTENCIALES,V2F2,V2,F2,V3,F4
08/11/1976,MASCULINO,SOLTERO,SECUNDARIA,PAGANDOLA,0,12000,28985,10,0,19,0,NO,625.15,877.6,NO,POTENCIALES,V2F1,V2,F1,V2,F1
06/07/1969,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,11600,28000,25,0,18,0,SINODATOS,1091.29,625.26,NO,PERDIDOS,V0F0,V0,F0,V1,F1
13/11/1966,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,8000,28450,30,0,25,0,SINODATOS,1705.15,290.08,NO,POTENCIALES,V1F2,V1,F2,V2,F2
03/07/1994,FEMENINO,SOLTERO,SECUNDARIA,PADRES,0,4000,28000,16,0,2,0,NO,909.41,23.52,NO,PERDIDOS,V1F1,V1,F1,V1,F2
11/02/1980,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,12000,28100,6,0,12,0,NO,2216.7,526.5,NO,PERDIDOS,V1F1,V1,F1,V1,F1
30/06/1992,MASCULINO,SOLTERO,SECUNDARIA,PAGANDOLA,0,7000,28000,2,0,1,0,NO,626.54,294,NO,PERDIDOS,V0F0,V0,F0,V1,F1
10/10/1988,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,5470,28000,18,0,5,0,NO,1422.2,17.82,NO,ATENCION MEDIA,V1F1,V1,F1,V1,F1
27/12/1994,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,0,6000,28000,2,0,2,3,NO,909.41,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
21/10/1952,FEMENINO,SOLTERO,SECUNDARIA,PROPIA,0,8000,28000,24,0,20,0,NO,1018.54,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
17/03/1997,MASCULINO,SOLTERO,BACHILLERATO,PROPIA,0,6000,28000,19,0,1,0,NO,909.41,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
04/10/1996,FEMENINO,SOLTERO,BACHILLERATO,RENTADA,0,5000,28974,5,0,2,0,NO,909.41,0,NO,POTENCIALES,V1F1,V1,F1,V2,F2
04/09/1996,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,3000,28000,17,0,5,0,NO,750,54.38,NO,POTENCIALES,V1F2,V1,F2,V3,F2
09/10/1984,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,8600,28000,30,0,9,0,SINODATOS,1705.15,309.54,NO,POTENCIALES,V2F2,V2,F2,V2,F2
01/06/1990,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,6000,28978,0,7,1,6,NO,1091.29,405.78,SI,PERDIDOS,V1F1,V1,F1,V2,F2
10/02/1990,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,6000,28000,4,5,1,6,NO,1091.29,378,NO,POTENCIALES,V2F2,V2,F2,V3,F2
10/08/1995,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,7000,28500,21,0,0,1,NO,909.41,0,SI,PERDIDOS,V1F1,V1,F1,V2,F1
13/04/1978,FEMENINO,DIVORCIADO,SECUNDARIA,FAMILIARES,0,8000,28000,13,0,4,0,SINODATOS,1705.15,228.84,SI,PERDIDOS,V2F1,V2,F1,V2,F2
26/03/1988,MASCULINO,SOLTERO,BACHILLERATO,PAGANDOLA,0,8000,28000,2,0,3,0,NO,611.29,650,NO,PERDIDOS,V1F1,V1,F1,V1,F1
14/10/1981,FEMENINO,SOLTERO,CARRERATECNICA,PROPIA,0,6000,28305,5,0,5,0,SINODATOS,1477.79,0,SI,POTENCIALES,V3F1,V3,F1,V3,F1
14/06/1983,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,6500,28000,33,0,2,0,NO,1591.47,0,NO,PERDIDOS,V1F1,V1,F1,V2,F1
06/11/1991,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,4000,28000,0,7,0,6,NO,527.53,0,NO,POTENCIALES,V3F1,V3,F1,V3,F2
26/02/1986,MASCULINO,CASADO,LICENCIATURA,PAGANDOLA,0,20000,28000,0,8,7,0,SINODATOS,4050,532.38,NO,PERDIDOS,V1F1,V1,F1,V1,F1
07/05/1986,FEMENINO,CASADO,LICENCIATURA,RENTADA,0,8600,28100,4,0,5,0,NO,751.47,454.76,NO,POTENCIALES,V1F2,V1,F2,V1,F2
20/11/1997,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,4800,28510,19,0,2,0,NO,1200,0,NO,CAMPEONES,V4F5,V4,F5,V4,F5
04/11/1992,FEMENINO,CASADO,BACHILLERATO,RENTADA,0,7000,28989,0,6,4,0,NO,500,228.28,NO,PERDIDOS,V1F1,V1,F1,V2,F2
07/01/1988,FEMENINO,VIUDO,LICENCIATURA,PADRES,0,8600,28000,22,0,6,0,SINODATOS,1705.15,92.12,NO,POTENCIALES,V1F2,V1,F2,V1,F2
23/06/1987,MASCULINO,SOLTERO,SECUNDARIA,PADRES,0,7600,28450,20,0,10,0,NO,945.79,0,SI,PERDIDOS,V1F1,V1,F1,V2,F2
13/11/1990,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,6000,28000,0,6,0,5,NO,1680,0,SI,POTENCIALES,V1F2,V1,F2,V2,F2
20/11/1972,MASCULINO,CASADO,LICENCIATURA,FAMILIARES,0,6600,28000,5,0,1,0,SINODATOS,1018.54,0,NO,PERDIDOS,V0F0,V0,F0,V1,F1
01/07/1983,MASCULINO,DIVORCIADO,SECUNDARIA,PADRES,0,9000,28000,30,0,5,0,NO,800.28,0,SI,PERDIDOS,V1F1,V1,F1,V2,F1
28/08/1994,FEMENINO,CASADO,BACHILLERATO,FAMILIARES,0,3600,28000,0,8,5,5,SINODATOS,900,0,NO,POTENCIALES,V2F1,V2,F1,V2,F2
12/12/1996,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,18000,28500,20,0,2,6,NO,909.41,0,NO,LEALTAD,V3F4,V3,F4,V4,F5
12/05/1970,MASCULINO,CASADO,SECUNDARIA,PROPIA,0,30000,28100,9,0,20,0,SINODATOS,1477.79,9.9,NO,LEALTAD,V5F2,V5,F2,V5,F3
21/08/1981,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,14000,28000,12,0,3,0,NO,1705.15,474.6,NO,PERDIDOS,V1F1,V1,F1,V1,F1
02/11/1989,FEMENINO,CASADO,CARRERATECNICA,RENTADA,0,6000,28970,6,8,8,6,SINODATOS,581.79,0,SI,POTENCIALES,V3F2,V3,F2,V3,F3
03/03/1971,MASCULINO,CASADO,SECUNDARIA,PROPIA,0,15000,28100,20,0,7,0,SINODATOS,1136.76,0,NO,POTENCIALES,V2F1,V2,F1,V3,F2
11/05/1993,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,8000,28979,24,0,1,6,NO,1420.96,9.9,NO,PERDIDOS,V1F1,V1,F1,V2,F2
08/11/1994,FEMENINO,SOLTERO,BACHILLERATO,PADRES,1,6000,28000,3,0,2,0,SINODATOS,909.41,177.7,NO,PERDIDOS,V1F1,V1,F1,V2,F1
12/11/1997,FEMENINO,SOLTERO,BACHILLERATO,FAMILIARES,0,6000,28000,1,6,3,0,NO,1500,77.74,SI,ATENCION MEDIA,V1F2,V1,F2,V2,F2
15/11/1993,FEMENINO,SOLTERO,LICENCIATURA,FAMILIARES,0,6000,28000,1,0,0,1,NO,545.64,0,NO,POTENCIALES,V2F2,V2,F2,V2,F3
03/08/1997,MASCULINO,SOLTERO,BACHILLERATO,RENTADA,0,4800,28040,0,10,1,0,NO,800.28,3.28,NO,PERDIDOS,V0F0,V0,F0,V1,F1
24/02/1989,FEMENINO,SOLTERO,LICENCIATURA,FAMILIARES,0,8000,28048,1,5,2,6,NO,1018.54,0,NO,POTENCIALES,V3F2,V3,F2,V3,F2
29/10/1985,MASCULINO,CASADO,BACHILLERATO,PROPIA,4,30000,28970,1,0,1,0,SINODATOS,945.79,0,NO,LEALTAD,V3F4,V3,F4,V4,F5
27/04/1984,MASCULINO,SOLTERO,LICENCIATURA,RENTADA,0,20000,28040,1,0,1,0,NO,2369.37,0,NO,PERDIDOS,V3F1,V3,F1,V3,F1
24/01/1995,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,9500,28989,22,0,0,3,NO,1420.96,5.82,NO,CAMPEONES,V3F5,V3,F5,V3,F5
30/09/1976,MASCULINO,SOLTERO,LICENCIATURA,PAGANDOLA,0,5470,28000,4,8,15,6,NO,500,1108.58,NO,PERDIDOS,V1F1,V1,F1,V1,F1
28/02/1959,FEMENINO,CASADO,PRIMARIA,PROPIA,0,5000,28000,35,0,2,0,SINODATOS,1091.29,200,SI,POTENCIALES,V1F1,V1,F1,V1,F1
19/07/1974,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,19000,28000,0,11,18,0,SINODATOS,1705.15,144.46,NO,POTENCIALES,V2F2,V2,F2,V2,F2
09/08/1996,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,6000,28040,2,0,0,6,NO,1420.96,0,NO,POTENCIALES,V1F1,V1,F1,V2,F1
01/10/1989,MASCULINO,UNIONLIBRE,BACHILLERATO,PROPIA,0,10000,28000,2,10,10,0,SINODATOS,1477.79,0,NO,LEALTAD,V4F3,V4,F3,V4,F4
18/10/1976,FEMENINO,UNIONLIBRE,CARRERATECNICA,FAMILIARES,0,19000,28000,3,0,14,0,SINODATOS,1477.79,186.2,NO,LEALTAD,V3F3,V3,F3,V4,F5
13/12/1996,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,7400,28000,6,0,0,2,NO,1850,0,NO,PERDIDOS,V1F2,V1,F2,V2,F2
20/09/1992,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,13000,28000,1,0,2,1,SINODATOS,2756.66,106.92,NO,PERDIDOS,V1F1,V1,F1,V1,F1
08/07/1977,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,6000,28979,2,0,6,0,SINODATOS,1591.47,0,NO,ATENCION ALTA,V2F2,V2,F2,V2,F2
16/06/1995,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,2,5625,28047,10,0,0,4,SINODATOS,1406.25,11.62,NO,PERDIDOS,V0F0,V0,F0,V2,F2
23/06/1952,MASCULINO,CASADO,SECUNDARIA,PADRES,0,4400,28070,30,0,1,3,SINODATOS,1091.29,280,NO,POTENCIALES,V2F2,V2,F2,V3,F2
08/01/1994,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,4800,28000,12,0,3,0,NO,909.41,0,NO,POTENCIALES,V3F2,V3,F2,V3,F2
05/06/1970,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,13000,28000,12,0,26,0,SINODATOS,1018.54,0,NO,POTENCIALES,V3F1,V3,F1,V3,F2
11/04/1991,FEMENINO,SOLTERO,CARRERATECNICA,FAMILIARES,0,5600,28050,0,3,5,0,SINODATOS,1091.29,129.36,SI,POTENCIALES,V2F2,V2,F2,V2,F2
09/09/1998,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,5600,28060,5,0,3,0,NO,909.41,15.2,NO,POTENCIALES,V2F2,V2,F2,V3,F3
09/07/1987,FEMENINO,CASADO,LICENCIATURA,PRESTADA,0,16000,28978,2,0,5,0,SINODATOS,1091.29,617.66,SI,POTENCIALES,V2F1,V2,F1,V3,F2
06/09/1984,FEMENINO,UNIONLIBRE,SECUNDARIA,FAMILIARES,1,6400,28000,1,4,4,0,SINODATOS,500,0,NO,POTENCIALES,V2F2,V2,F2,V3,F2
02/11/1995,MASCULINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,0,6000,28000,1,6,2,6,NO,909.41,0,NO,CAMPEONES,V4F5,V4,F5,V5,F5
20/02/1992,FEMENINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,0,10000,28000,6,0,6,0,SINODATOS,2600,0,NO,PERDIDOS,V0F0,V0,F0,V2,F2
17/11/1995,FEMENINO,SOLTERO,LICENCIATURA,FAMILIARES,0,7000,28000,0,3,1,6,NO,909.41,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
21/12/1996,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,5000,28000,10,0,10,0,SINODATOS,909.41,93,NO,POTENCIALES,V2F2,V2,F2,V3,F2
22/09/1994,MASCULINO,CASADO,SECUNDARIA,FAMILIARES,1,7600,28000,1,0,5,0,SINODATOS,1420.96,0,SI,ATENCION ALTA,V3F2,V3,F2,V3,F3
24/08/1995,FEMENINO,SOLTERO,SECUNDARIA,PADRES,0,4000,28450,22,0,0,4,SINODATOS,909.41,0,SI,POTENCIALES,V3F2,V3,F2,V3,F2
15/01/1994,FEMENINO,SOLTERO,BACHILLERATO,FAMILIARES,0,4600,28000,3,0,4,0,NO,909.41,0,NO,POTENCIALES,V2F2,V2,F2,V3,F2
21/10/1991,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,6000,28070,20,0,2,0,NO,1091.29,0,NO,POTENCIALES,V1F2,V1,F2,V2,F2
15/07/1978,FEMENINO,UNIONLIBRE,CARRERATECNICA,PROPIA,0,4000,28000,9,0,10,0,SINODATOS,1018.54,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
05/09/1998,MASCULINO,SOLTERO,BACHILLERATO,FAMILIARES,0,4400,28979,8,0,1,0,NO,909.41,0,NO,POTENCIALES,V3F2,V3,F2,V4,F3
07/09/1964,FEMENINO,UNIONLIBRE,SECUNDARIA,FAMILIARES,0,4000,28000,1,6,2,0,SINODATOS,1018.54,198,SI,POTENCIALES,V2F1,V2,F1,V2,F1
29/11/1960,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,6000,28970,6,0,9,0,NO,1705.15,25.74,SI,POTENCIALES,V1F1,V1,F1,V1,F1
08/09/1975,FEMENINO,UNIONLIBRE,SECUNDARIA,FAMILIARES,0,4400,28048,0,7,1,0,SINODATOS,1018.54,382.2,NO,POTENCIALES,V3F2,V3,F2,V3,F2
30/04/1988,MASCULINO,SOLTERO,MAESTRIA,PADRES,0,16000,28050,5,2,3,0,NO,1705.15,223.28,NO,POTENCIALES,V2F2,V2,F2,V2,F2
17/07/1998,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,10000,28000,10,0,3,0,NO,909.41,0,NO,POTENCIALES,V1F1,V1,F1,V1,F1
18/12/1994,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,11000,28000,15,0,3,0,NO,2728.24,0,NO,ATENCION ALTA,V3F2,V3,F2,V4,F2
22/04/1993,MASCULINO,UNIONLIBRE,SECUNDARIA,PAGANDOLA,0,4400,28985,0,6,4,0,SINODATOS,559.41,203.88,SI,PERDIDOS,V0F0,V0,F0,V1,F1
27/01/1973,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,12000,28000,10,0,20,0,SINODATOS,1018.54,48,NO,PERDIDOS,V1F1,V1,F1,V1,F1
27/04/1987,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,7000,28047,1,0,0,6,NO,2100,207.9,NO,LEALTAD,V3F4,V3,F4,V4,F5
19/11/1961,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,18000,28000,3,1,7,0,SINODATOS,1091.29,0,NO,CAMPEONES,V4F5,V4,F5,V4,F5
07/04/1961,FEMENINO,CASADO,SECUNDARIA,PAGANDOLA,0,14400,28984,10,0,2,0,SINODATOS,598.54,3.72,SI,PERDIDOS,V1F1,V1,F1,V1,F1
09/12/1990,MASCULINO,UNIONLIBRE,LICENCIATURA,RENTADA,0,12000,28000,2,0,3,0,SINODATOS,2476.93,110.82,NO,ATENCION ALTA,V2F2,V2,F2,V3,F2
26/11/1998,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,4000,28985,18,0,2,6,NO,909.41,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
28/07/1942,FEMENINO,CASADO,LICENCIATURA,PAGANDOLA,0,8000,28986,6,0,20,0,SINODATOS,805.15,535,NO,PERDIDOS,V1F1,V1,F1,V1,F1
29/03/1974,FEMENINO,SOLTERO,CARRERATECNICA,PROPIA,0,14000,28000,0,2,24,0,SINODATOS,1705.15,265.06,NO,PERDIDOS,V1F1,V1,F1,V1,F1
18/09/1982,FEMENINO,CASADO,BACHILLERATO,PADRES,0,10000,28979,3,0,1,0,SINODATOS,1091.29,205.92,SI,POTENCIALES,V1F1,V1,F1,V1,F1
14/08/1981,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,23000,28000,1,0,13,0,SINODATOS,1091.29,1513.76,NO,POTENCIALES,V3F2,V3,F2,V1,F1
27/09/1983,FEMENINO,UNIONLIBRE,BACHILLERATO,PADRES,0,8000,28000,25,0,6,0,SINODATOS,1091.29,188,NO,CAMPEONES,V4F5,V4,F5,V1,F2
25/04/1977,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,5470,28000,13,0,4,0,SINODATOS,1641,152.58,NO,POTENCIALES,V2F2,V2,F2,V1,F1
09/06/1972,MASCULINO,CASADO,BACHILLERATO,PROPIA,1,14000,28000,11,0,22,0,SINODATOS,1705.15,501.56,NO,CAMPEONES,V3F5,V3,F5,V1,F2
06/07/1965,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,25000,28047,1,8,25,0,NO,2455.42,297.78,NO,ATENCION ALTA,V2F2,V2,F2,V3,F2
28/02/1971,FEMENINO,CASADO,SECUNDARIA,PADRES,0,6000,28000,6,4,10,0,SINODATOS,1591.47,657.78,SI,CAMPEONES,V4F5,V4,F5,V2,F2
28/02/1971,FEMENINO,CASADO,SECUNDARIA,PADRES,0,7200,28000,45,0,10,0,SINODATOS,945.79,714.66,SI,CAMPEONES,V4F5,V4,F5,V2,F2
04/10/1988,MASCULINO,SOLTERO,BACHILLERATO,PROPIA,0,2700,28978,15,0,3,0,NO,810,216.96,NO,POTENCIALES,V1F2,V1,F2,V1,F2
23/03/1991,FEMENINO,UNIONLIBRE,BACHILLERATO,PROPIA,0,6000,28047,5,0,2,0,SINODATOS,1477.79,0,NO,POTENCIALES,V2F2,V2,F2,V1,F1
28/01/1958,MASCULINO,CASADO,PRIMARIA,PROPIA,1,15000,28984,25,0,7,0,SINODATOS,1591.47,17.64,SI,ATENCION MEDIA,V1F1,V1,F1,V1,F1
18/04/1973,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,7000,28979,3,11,9,0,SINODATOS,1705.15,1002.72,NO,PERDIDOS,V1F1,V1,F1,V3,F2
21/09/1979,FEMENINO,CASADO,BACHILLERATO,PADRES,0,7500,28000,1,6,15,0,SINODATOS,1091.29,536,NO,POTENCIALES,V1F2,V1,F2,V1,F1
10/03/1973,MASCULINO,CASADO,SECUNDARIA,PROPIA,1,7000,28000,4,10,26,0,SINODATOS,1091.29,642.74,NO,ATENCION ALTA,V2F2,V2,F2,V2,F2
12/03/1949,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,4000,28000,23,0,7,0,SINODATOS,1200,193.96,SI,POTENCIALES,V3F2,V3,F2,V1,F1
10/04/1979,FEMENINO,UNIONLIBRE,LICENCIATURA,PADRES,0,15000,28000,37,0,6,0,SINODATOS,1091.29,1173.24,NO,ATENCION ALTA,V3F3,V3,F3,V3,F3
22/07/1994,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,5470,28000,23,0,0,10,NO,1367.5,311.48,NO,POTENCIALES,V3F2,V3,F2,V3,F2
20/03/1998,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,2000,28000,1,0,0,1,NO,500,0,NO,ATENCION ALTA,V4F5,V4,F5,V4,F5
09/06/1991,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,5470,28979,6,4,0,4,NO,1641,0,NO,POTENCIALES,V1F1,V1,F1,V1,F1
19/10/1993,MASCULINO,UNIONLIBRE,LICENCIATURA,FAMILIARES,0,12000,28000,0,6,1,0,NO,1420.96,160.7,NO,ATENCION ALTA,V3F2,V3,F2,V3,F3
24/11/1994,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,7000,28000,5,0,1,0,NO,1420.96,0,NO,POTENCIALES,V3F2,V3,F2,V4,F2
12/04/1957,FEMENINO,DIVORCIADO,LICENCIATURA,PROPIA,0,21000,28000,0,7,39,0,SINODATOS,1705.15,1537.14,NO,POTENCIALES,V3F2,V3,F2,V3,F3
11/02/1999,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,6000,28000,12,0,0,2,NO,1420.96,0,NO,PERDIDOS,V1F1,V1,F1,V2,F2
13/07/1975,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,12000,28000,6,0,3,0,SINODATOS,1705.15,303,NO,PERDIDOS,V0F0,V0,F0,V1,F1
07/11/1967,FEMENINO,DIVORCIADO,CARRERATECNICA,PROPIA,0,5000,28979,23,0,4,0,SINODATOS,1500,15.84,NO,ATENCION MEDIA,V1F2,V1,F2,V2,F2
01/12/1998,MASCULINO,SOLTERO,SECUNDARIA,PADRES,0,3500,28000,18,0,0,1,NO,875,0,NO,PERDIDOS,V2F1,V2,F1,V3,F1
27/10/1993,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,3500,28000,0,6,1,0,NO,875,0,NO,LEALTAD,V3F4,V3,F4,V3,F5
01/09/1992,FEMENINO,SOLTERO,SECUNDARIA,PAGANDOLA,0,3000,28983,2,0,0,4,SINODATOS,500,297,SI,PERDIDOS,V1F1,V1,F1,V1,F1
22/11/1984,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,1,4300,28983,0,1,2,1,SINODATOS,1118,130.86,SI,POTENCIALES,V3F2,V3,F2,V3,F2
05/02/1996,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,5000,28000,5,0,2,0,NO,1250,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
01/11/1979,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,4000,28979,1,2,1,2,SINODATOS,945.79,0,NO,PERDIDOS,V1F1,V1,F1,V2,F1
10/11/1995,FEMENINO,SOLTERO,SECUNDARIA,FAMILIARES,0,4800,28000,1,0,1,0,NO,909.41,0,SI,PERDIDOS,V1F1,V1,F1,V1,F2
18/12/1990,FEMENINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,0,18000,28000,0,4,2,0,SINODATOS,2455.42,358.14,SI,ATENCION MEDIA,V1F1,V1,F1,V1,F2
11/01/1976,MASCULINO,CASADO,SECUNDARIA,PAGANDOLA,0,9500,28984,5,0,7,0,SI,865.15,297,SI,POTENCIALES,V1F1,V1,F1,V2,F2
04/10/1982,FEMENINO,CASADO,SECUNDARIA,PROPIA,1,4800,28459,18,0,2,0,SINODATOS,1248,0,NO,POTENCIALES,V2F1,V2,F1,V2,F1
15/02/1998,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,7200,28000,7,0,1,8,NO,1420.96,16.74,NO,POTENCIALES,V3F2,V3,F2,V3,F2
03/01/1983,FEMENINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,3,8000,28450,14,0,6,0,SINODATOS,1091.29,223.36,SI,POTENCIALES,V1F2,V1,F2,V2,F2
08/01/1984,MASCULINO,SOLTERO,LICENCIATURA,PROPIA,0,8900,28000,0,3,11,0,NO,1705.15,411.92,NO,POTENCIALES,V1F2,V1,F2,V1,F2
02/11/1992,MASCULINO,CASADO,LICENCIATURA,FAMILIARES,0,6000,28000,0,8,0,4,SINODATOS,1420.96,10.6,NO,POTENCIALES,V2F2,V2,F2,V2,F2
03/05/1994,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,7200,28000,3,0,0,4,NO,1800,0,NO,PERDIDOS,V1F1,V1,F1,V3,F1
03/04/1987,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,9000,28000,7,0,7,0,NO,2455.42,33.66,NO,POTENCIALES,V3F2,V3,F2,V3,F2
